"","LOCATION","Country","FAMILY","Family.type","DURATION","Unemployment.duration..months.","EARNINGS","Previous.in.work.earnings","SATOPUPS","Include.social.assistance.benefits","HBTOPUPS","Include.housing.benefits","TIME","Year","Value","Flag.Codes","Flags"
"616","CHL","Chile","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,43,NA,NA
"617","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,38,NA,NA
"618","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,39,NA,NA
"619","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,37,NA,NA
"620","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,38,NA,NA
"621","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,36,NA,NA
"622","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,36,NA,NA
"623","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,37,NA,NA
"624","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,37,NA,NA
"625","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,36,NA,NA
"626","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,35,NA,NA
"627","HRV","Croatia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,35,NA,NA
"628","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2005,2005,45,NA,NA
"629","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2006,2006,45,NA,NA
"630","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2007,2007,44,NA,NA
"631","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,44,NA,NA
"632","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,43,NA,NA
"633","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,44,NA,NA
"634","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,44,NA,NA
"635","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,44,NA,NA
"636","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,44,NA,NA
"637","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,44,NA,NA
"638","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,44,NA,NA
"639","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,44,NA,NA
"640","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,44,NA,NA
"641","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,47,NA,NA
"642","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,47,NA,NA
"643","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,47,NA,NA
"644","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,47,NA,NA
"645","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,47,NA,NA
"646","EST","Estonia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,48,NA,NA
"647","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,66,NA,NA
"648","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,64,NA,NA
"649","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,66,NA,NA
"650","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,67,NA,NA
"651","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,68,NA,NA
"652","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,69,NA,NA
"653","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,68,NA,NA
"654","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,68,NA,NA
"655","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,68,NA,NA
"656","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,65,NA,NA
"657","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,65,NA,NA
"658","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,66,NA,NA
"659","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,64,NA,NA
"660","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,64,NA,NA
"661","ISR","Israel","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,63,NA,NA
"662","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2005,2005,43,NA,NA
"663","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2006,2006,41,NA,NA
"664","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2007,2007,42,NA,NA
"665","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,44,NA,NA
"666","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,48,NA,NA
"667","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,43,NA,NA
"668","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,42,NA,NA
"669","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,40,NA,NA
"670","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,38,NA,NA
"671","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,36,NA,NA
"672","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,57,NA,NA
"673","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,43,NA,NA
"674","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,69,NA,NA
"675","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,68,NA,NA
"676","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,65,NA,NA
"677","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,74,NA,NA
"678","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,85,NA,NA
"679","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,65,NA,NA
"680","LTU","Lithuania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,66,NA,NA
"681","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2005,2005,35,NA,NA
"682","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2006,2006,35,NA,NA
"683","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2007,2007,35,NA,NA
"684","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,33,NA,NA
"685","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,33,NA,NA
"686","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,32,NA,NA
"687","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,30,NA,NA
"688","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,31,NA,NA
"689","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,31,NA,NA
"690","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,32,NA,NA
"691","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,32,NA,NA
"692","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,31,NA,NA
"693","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,35,NA,NA
"694","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,34,NA,NA
"695","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,43,NA,NA
"696","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,42,NA,NA
"697","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,46,NA,NA
"698","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,44,NA,NA
"699","MLT","Malta","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,43,NA,NA
"700","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,43,NA,NA
"701","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,48,NA,NA
"702","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,45,NA,NA
"703","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,38,NA,NA
"704","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,37,NA,NA
"705","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,37,NA,NA
"706","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,35,NA,NA
"707","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,33,NA,NA
"708","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,31,NA,NA
"709","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,29,NA,NA
"710","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,30,NA,NA
"711","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,29,NA,NA
"712","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,28,NA,NA
"713","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,27,NA,NA
"714","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,26,NA,NA
"715","ROU","Romania","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,30,NA,NA
"716","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2005,2005,68,NA,NA
"717","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2006,2006,69,NA,NA
"718","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2007,2007,64,NA,NA
"719","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,64,NA,NA
"720","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,65,NA,NA
"721","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,68,NA,NA
"722","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,65,NA,NA
"723","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,68,NA,NA
"724","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,68,NA,NA
"725","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,67,NA,NA
"726","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,67,NA,NA
"727","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,66,NA,NA
"728","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,64,NA,NA
"729","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,63,NA,NA
"730","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,62,NA,NA
"731","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,60,NA,NA
"732","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,57,NA,NA
"733","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,54,NA,NA
"734","SVN","Slovenia","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,51,NA,NA
"735","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2001,2001,57,NA,NA
"736","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2002,2002,57,NA,NA
"737","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2003,2003,56,NA,NA
"738","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2004,2004,56,NA,NA
"739","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2005,2005,56,NA,NA
"740","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2006,2006,56,NA,NA
"741","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2007,2007,56,NA,NA
"742","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2008,2008,55,NA,NA
"743","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2009,2009,56,NA,NA
"744","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2010,2010,55,NA,NA
"745","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2011,2011,54,NA,NA
"746","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2012,2012,54,NA,NA
"747","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2013,2013,54,NA,NA
"748","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2014,2014,53,NA,NA
"749","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2015,2015,53,NA,NA
"750","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2016,2016,54,NA,NA
"751","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2017,2017,54,NA,NA
"752","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2018,2018,54,NA,NA
"753","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2019,2019,54,NA,NA
"754","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2020,2020,54,NA,NA
"755","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2021,2021,56,NA,NA
"756","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2022,2022,54,NA,NA
"757","OECD","OECD - Total","SINGLE","Single person without children",5,5,"AW","Average Wage",1,"Yes",1,"Yes",2023,2023,54,NA,NA
